Direction,Year,Country,Religion,Count,Percent,Region,level,countrycode
Outgoing,1995,Samoa,Jew,"< 10,000",0.3,Asia-Pacific,1,882
Outgoing,1995,Samoa,Muslim,"< 10,000",1.3,Asia-Pacific,1,882
Outgoing,1995,Samoa,Other,"< 10,000",0.5,Asia-Pacific,1,882
Outgoing,1995,Samoa,Unaffiliated,"< 10,000",9.5,Asia-Pacific,1,882
Outgoing,1995,Yemen,All,"500,000",100,Middle East-North Africa,1,887
Outgoing,1995,Yemen,Buddhist,"< 10,000",0,Middle East-North Africa,1,887
Outgoing,1995,Yemen,Christian,"20,000",3.9,Middle East-North Africa,1,887
Outgoing,1995,Yemen,Hindu,"< 10,000",0.2,Middle East-North Africa,1,887
Outgoing,1995,Yemen,Jew,"40,000",7.5,Middle East-North Africa,1,887
Outgoing,1995,Yemen,Muslim,"440,000",88.1,Middle East-North Africa,1,887
Outgoing,1995,Yemen,Other,"< 10,000",0.1,Middle East-North Africa,1,887
Outgoing,1995,Yemen,Unaffiliated,"< 10,000",0.2,Middle East-North Africa,1,887
Outgoing,1995,Zambia,All,"160,000",100,Sub-Saharan Africa,1,894
Outgoing,1995,Zambia,Buddhist,"< 10,000",0.3,Sub-Saharan Africa,1,894
Outgoing,1995,Zambia,Christian,"130,000",79.6,Sub-Saharan Africa,1,894
Outgoing,1995,Zambia,Hindu,"< 10,000",1.6,Sub-Saharan Africa,1,894
Outgoing,1995,Zambia,Jew,"< 10,000",0.1,Sub-Saharan Africa,1,894
Outgoing,1995,Zambia,Muslim,"20,000",9.9,Sub-Saharan Africa,1,894
Outgoing,1995,Zambia,Other,"< 10,000",3.7,Sub-Saharan Africa,1,894
Outgoing,1995,Zambia,Unaffiliated,"< 10,000",4.8,Sub-Saharan Africa,1,894
Outgoing,2000,Global Total,All,"173,220,000",100,Global,3,9999
Outgoing,2000,Global Total,Buddhist,"6,050,000",3.5,Global,3,9999
Outgoing,2000,Global Total,Christian,"84,780,000",48.9,Global,3,9999
Outgoing,2000,Global Total,Hindu,"9,330,000",5.4,Global,3,9999
Outgoing,2000,Global Total,Jew,"2,550,000",1.5,Global,3,9999
Outgoing,2000,Global Total,Muslim,"42,130,000",24.3,Global,3,9999
Outgoing,2000,Global Total,Other,"2,930,000",1.7,Global,3,9999
Outgoing,2000,Global Total,Unaffiliated,"25,450,000",14.7,Global,3,9999
Outgoing,2000,All Asia-Pacific,All,"61,180,000",100,Asia-Pacific,2,9001
Outgoing,2000,All Asia-Pacific,Buddhist,"5,740,000",9.4,Asia-Pacific,2,9001
Outgoing,2000,All Asia-Pacific,Christian,"14,050,000",23,Asia-Pacific,2,9001
Outgoing,2000,All Asia-Pacific,Hindu,"8,860,000",14.5,Asia-Pacific,2,9001
Outgoing,2000,All Asia-Pacific,Jew,"210,000",0.3,Asia-Pacific,2,9001
Outgoing,2000,All Asia-Pacific,Muslim,"21,390,000",35,Asia-Pacific,2,9001
Outgoing,2000,All Asia-Pacific,Other,"1,670,000",2.7,Asia-Pacific,2,9001
Outgoing,2000,All Asia-Pacific,Unaffiliated,"9,260,000",15.1,Asia-Pacific,2,9001
Outgoing,2000,All Europe,All,"52,660,000",100,Europe,2,9002
Outgoing,2000,All Europe,Buddhist,"180,000",0.3,Europe,2,9002
Outgoing,2000,All Europe,Christian,"35,480,000",67.4,Europe,2,9002
Outgoing,2000,All Europe,Hindu,"150,000",0.3,Europe,2,9002
Outgoing,2000,All Europe,Jew,"1,270,000",2.4,Europe,2,9002
Outgoing,2000,All Europe,Muslim,"3,550,000",6.7,Europe,2,9002
Outgoing,2000,All Europe,Other,"240,000",0.5,Europe,2,9002
Outgoing,2000,All Europe,Unaffiliated,"11,780,000",22.4,Europe,2,9002
Outgoing,2000,All Latin America-Caribbean,All,"25,760,000",100,Latin America-Caribbean,2,9003
Outgoing,2000,All Latin America-Caribbean,Buddhist,"40,000",0.2,Latin America-Caribbean,2,9003
Outgoing,2000,All Latin America-Caribbean,Christian,"22,600,000",87.7,Latin America-Caribbean,2,9003
Outgoing,2000,All Latin America-Caribbean,Hindu,"80,000",0.3,Latin America-Caribbean,2,9003
Outgoing,2000,All Latin America-Caribbean,Jew,"130,000",0.5,Latin America-Caribbean,2,9003
Outgoing,2000,All Latin America-Caribbean,Muslim,"50,000",0.2,Latin America-Caribbean,2,9003
Outgoing,2000,All Latin America-Caribbean,Other,"240,000",0.9,Latin America-Caribbean,2,9003
Outgoing,2000,All Latin America-Caribbean,Unaffiliated,"2,620,000",10.2,Latin America-Caribbean,2,9003
Outgoing,2000,All Middle East-North Africa,All,"13,710,000",100,Middle East-North Africa,2,9004
Outgoing,2000,All Middle East-North Africa,Buddhist,"10,000",0.1,Middle East-North Africa,2,9004
Outgoing,2000,All Middle East-North Africa,Christian,"1,540,000",11.2,Middle East-North Africa,2,9004
Outgoing,2000,All Middle East-North Africa,Hindu,"20,000",0.1,Middle East-North Africa,2,9004
Outgoing,2000,All Middle East-North Africa,Jew,"690,000",5,Middle East-North Africa,2,9004
Outgoing,2000,All Middle East-North Africa,Muslim,"10,780,000",78.7,Middle East-North Africa,2,9004
Outgoing,2000,All Middle East-North Africa,Other,"50,000",0.4,Middle East-North Africa,2,9004
Outgoing,2000,All Middle East-North Africa,Unaffiliated,"620,000",4.5,Middle East-North Africa,2,9004
Outgoing,2000,All North America,All,"3,270,000",100,North America,2,9005
Outgoing,2000,All North America,Buddhist,"50,000",1.7,North America,2,9005
Outgoing,2000,All North America,Christian,"2,240,000",68.6,North America,2,9005
Outgoing,2000,All North America,Hindu,"30,000",0.9,North America,2,9005
Outgoing,2000,All North America,Jew,"180,000",5.6,North America,2,9005
Outgoing,2000,All North America,Muslim,"80,000",2.4,North America,2,9005
Outgoing,2000,All North America,Other,"60,000",1.9,North America,2,9005
Outgoing,2000,All North America,Unaffiliated,"610,000",18.8,North America,2,9005
Outgoing,2000,All Sub-Saharan Africa,All,"16,650,000",100,Sub-Saharan Africa,2,9006
Outgoing,2000,All Sub-Saharan Africa,Buddhist,"10,000",0.1,Sub-Saharan Africa,2,9006
Outgoing,2000,All Sub-Saharan Africa,Christian,"8,880,000",53.3,Sub-Saharan Africa,2,9006
Outgoing,2000,All Sub-Saharan Africa,Hindu,"190,000",1.2,Sub-Saharan Africa,2,9006
Outgoing,2000,All Sub-Saharan Africa,Jew,"70,000",0.4,Sub-Saharan Africa,2,9006
Outgoing,2000,All Sub-Saharan Africa,Muslim,"6,260,000",37.6,Sub-Saharan Africa,2,9006
Outgoing,2000,All Sub-Saharan Africa,Other,"670,000",4,Sub-Saharan Africa,2,9006
Outgoing,2000,All Sub-Saharan Africa,Unaffiliated,"560,000",3.3,Sub-Saharan Africa,2,9006
Outgoing,2000,Afghanistan,All,"4,780,000",100,Asia-Pacific,1,4
Outgoing,2000,Afghanistan,Buddhist,"10,000",0.3,Asia-Pacific,1,4
Outgoing,2000,Afghanistan,Christian,"80,000",1.7,Asia-Pacific,1,4
Outgoing,2000,Afghanistan,Hindu,"50,000",1,Asia-Pacific,1,4
Outgoing,2000,Afghanistan,Jew,"< 10,000",0.1,Asia-Pacific,1,4
Outgoing,2000,Afghanistan,Muslim,"4,580,000",95.7,Asia-Pacific,1,4
Outgoing,2000,Afghanistan,Other,"30,000",0.6,Asia-Pacific,1,4
Outgoing,2000,Afghanistan,Unaffiliated,"30,000",0.6,Asia-Pacific,1,4
Outgoing,2000,Albania,All,"830,000",100,Europe,1,8
Outgoing,2000,Albania,Buddhist,"< 10,000",0.7,Europe,1,8
Outgoing,2000,Albania,Christian,"400,000",48.6,Europe,1,8
Outgoing,2000,Albania,Hindu,"< 10,000",0,Europe,1,8
Outgoing,2000,Albania,Jew,"< 10,000",0,Europe,1,8
Outgoing,2000,Albania,Muslim,"290,000",35.6,Europe,1,8
Outgoing,2000,Albania,Other,"< 10,000",0.7,Europe,1,8
Outgoing,2000,Albania,Unaffiliated,"120,000",14.4,Europe,1,8
Outgoing,2000,Algeria,All,"1,050,000",100,Middle East-North Africa,1,12
Outgoing,2000,Algeria,Buddhist,"< 10,000",0.1,Middle East-North Africa,1,12
Outgoing,2000,Algeria,Christian,"150,000",14.3,Middle East-North Africa,1,12
Outgoing,2000,Algeria,Hindu,"< 10,000",0,Middle East-North Africa,1,12
Outgoing,2000,Algeria,Jew,"40,000",3.4,Middle East-North Africa,1,12
Outgoing,2000,Algeria,Muslim,"570,000",54.3,Middle East-North Africa,1,12
Outgoing,2000,Algeria,Other,"< 10,000",0.4,Middle East-North Africa,1,12
Outgoing,2000,Algeria,Unaffiliated,"290,000",27.4,Middle East-North Africa,1,12
Outgoing,2000,American Samoa,All,"< 10,000",100,Asia-Pacific,1,16
Outgoing,2000,American Samoa,Buddhist,"< 10,000",1.8,Asia-Pacific,1,16
Outgoing,2000,American Samoa,Christian,"< 10,000",77.6,Asia-Pacific,1,16
Outgoing,2000,American Samoa,Hindu,"< 10,000",1.8,Asia-Pacific,1,16
Outgoing,2000,American Samoa,Jew,"< 10,000",0.4,Asia-Pacific,1,16
Outgoing,2000,American Samoa,Muslim,"< 10,000",1.8,Asia-Pacific,1,16
Outgoing,2000,American Samoa,Other,"< 10,000",1.1,Asia-Pacific,1,16
Outgoing,2000,American Samoa,Unaffiliated,"< 10,000",15.5,Asia-Pacific,1,16
Outgoing,2000,Andorra,All,"< 10,000",100,Europe,1,20
Outgoing,2000,Andorra,Buddhist,"< 10,000",0.5,Europe,1,20
Outgoing,2000,Andorra,Christian,"< 10,000",65.9,Europe,1,20
Outgoing,2000,Andorra,Hindu,"< 10,000",0.2,Europe,1,20
Outgoing,2000,Andorra,Jew,"< 10,000",1.3,Europe,1,20
Outgoing,2000,Andorra,Muslim,"< 10,000",7.4,Europe,1,20
Outgoing,2000,Andorra,Other,"< 10,000",0.8,Europe,1,20
Outgoing,2000,Andorra,Unaffiliated,"< 10,000",23.9,Europe,1,20
Outgoing,2000,Angola,All,"990,000",100,Sub-Saharan Africa,1,24
Outgoing,2000,Angola,Buddhist,"< 10,000",0,Sub-Saharan Africa,1,24
Outgoing,2000,Angola,Christian,"760,000",76.5,Sub-Saharan Africa,1,24
Outgoing,2000,Angola,Hindu,"< 10,000",0,Sub-Saharan Africa,1,24
Outgoing,2000,Angola,Jew,"< 10,000",0,Sub-Saharan Africa,1,24
Outgoing,2000,Angola,Muslim,"90,000",8.7,Sub-Saharan Africa,1,24
Outgoing,2000,Angola,Other,"50,000",5.1,Sub-Saharan Africa,1,24
Outgoing,2000,Angola,Unaffiliated,"100,000",9.7,Sub-Saharan Africa,1,24
Outgoing,2000,Antigua and Barbuda,All,"30,000",100,Latin America-Caribbean,1,28
Outgoing,2000,Antigua and Barbuda,Buddhist,"< 10,000",0.5,Latin America-Caribbean,1,28
Outgoing,2000,Antigua and Barbuda,Christian,"30,000",84.7,Latin America-Caribbean,1,28
Outgoing,2000,Antigua and Barbuda,Hindu,"< 10,000",0.3,Latin America-Caribbean,1,28
Outgoing,2000,Antigua and Barbuda,Jew,"< 10,000",0.3,Latin America-Caribbean,1,28
Outgoing,2000,Antigua and Barbuda,Muslim,"< 10,000",0.2,Latin America-Caribbean,1,28
Outgoing,2000,Antigua and Barbuda,Other,"< 10,000",2,Latin America-Caribbean,1,28
Outgoing,2000,Antigua and Barbuda,Unaffiliated,"< 10,000",12,Latin America-Caribbean,1,28
Outgoing,2000,Azerbaijan,All,"1,690,000",100,Asia-Pacific,1,31
Outgoing,2000,Azerbaijan,Buddhist,"< 10,000",0,Asia-Pacific,1,31
Outgoing,2000,Azerbaijan,Christian,"510,000",30.2,Asia-Pacific,1,31
Outgoing,2000,Azerbaijan,Hindu,"< 10,000",0.3,Asia-Pacific,1,31
Outgoing,2000,Azerbaijan,Jew,"20,000",1.5,Asia-Pacific,1,31
Outgoing,2000,Azerbaijan,Muslim,"940,000",55.4,Asia-Pacific,1,31
Outgoing,2000,Azerbaijan,Other,"< 10,000",0.1,Asia-Pacific,1,31
Outgoing,2000,Azerbaijan,Unaffiliated,"210,000",12.5,Asia-Pacific,1,31
Outgoing,2000,Argentina,All,"580,000",100,Latin America-Caribbean,1,32
Outgoing,2000,Argentina,Buddhist,"< 10,000",0.5,Latin America-Caribbean,1,32
Outgoing,2000,Argentina,Christian,"420,000",71.9,Latin America-Caribbean,1,32
Outgoing,2000,Argentina,Hindu,"< 10,000",0.2,Latin America-Caribbean,1,32
Outgoing,2000,Argentina,Jew,"40,000",6.8,Latin America-Caribbean,1,32
Outgoing,2000,Argentina,Muslim,"< 10,000",0.5,Latin America-Caribbean,1,32
Outgoing,2000,Argentina,Other,"< 10,000",1.7,Latin America-Caribbean,1,32
Outgoing,2000,Argentina,Unaffiliated,"110,000",18.3,Latin America-Caribbean,1,32
Outgoing,2000,Australia,All,"400,000",100,Asia-Pacific,1,36
Outgoing,2000,Australia,Buddhist,"< 10,000",1.6,Asia-Pacific,1,36
Outgoing,2000,Australia,Christian,"300,000",74.5,Asia-Pacific,1,36
Outgoing,2000,Australia,Hindu,"< 10,000",0.8,Asia-Pacific,1,36
Outgoing,2000,Australia,Jew,"< 10,000",1.1,Asia-Pacific,1,36
Outgoing,2000,Australia,Muslim,"< 10,000",2.2,Asia-Pacific,1,36
Outgoing,2000,Australia,Other,"< 10,000",1.8,Asia-Pacific,1,36
Outgoing,2000,Australia,Unaffiliated,"70,000",18,Asia-Pacific,1,36
Outgoing,2000,Austria,All,"490,000",100,Europe,1,40
Outgoing,2000,Austria,Buddhist,"< 10,000",0.3,Europe,1,40
Outgoing,2000,Austria,Christian,"340,000",69.3,Europe,1,40
Outgoing,2000,Austria,Hindu,"< 10,000",0.1,Europe,1,40
Outgoing,2000,Austria,Jew,"10,000",2.8,Europe,1,40
Outgoing,2000,Austria,Muslim,"20,000",3.6,Europe,1,40
Outgoing,2000,Austria,Other,"< 10,000",0.3,Europe,1,40
Outgoing,2000,Austria,Unaffiliated,"120,000",23.7,Europe,1,40
Outgoing,2000,Bahamas,All,"40,000",100,Latin America-Caribbean,1,44
Outgoing,2000,Bahamas,Buddhist,"< 10,000",0.3,Latin America-Caribbean,1,44
Outgoing,2000,Bahamas,Christian,"30,000",85.1,Latin America-Caribbean,1,44
Outgoing,2000,Bahamas,Hindu,"< 10,000",0.4,Latin America-Caribbean,1,44
Outgoing,2000,Bahamas,Jew,"< 10,000",0.4,Latin America-Caribbean,1,44
Outgoing,2000,Bahamas,Muslim,"< 10,000",0.2,Latin America-Caribbean,1,44
Outgoing,2000,Bahamas,Other,"< 10,000",0.6,Latin America-Caribbean,1,44
Outgoing,2000,Bahamas,Unaffiliated,"< 10,000",13,Latin America-Caribbean,1,44
Outgoing,2000,Bahrain,All,"50,000",100,Middle East-North Africa,1,48
Outgoing,2000,Bahrain,Buddhist,"< 10,000",0.5,Middle East-North Africa,1,48
Outgoing,2000,Bahrain,Christian,"< 10,000",17.1,Middle East-North Africa,1,48
Outgoing,2000,Bahrain,Hindu,"< 10,000",1,Middle East-North Africa,1,48
Outgoing,2000,Bahrain,Jew,"< 10,000",0.4,Middle East-North Africa,1,48
Outgoing,2000,Bahrain,Muslim,"40,000",77.5,Middle East-North Africa,1,48
Outgoing,2000,Bahrain,Other,"< 10,000",0.6,Middle East-North Africa,1,48
Outgoing,2000,Bahrain,Unaffiliated,"< 10,000",2.9,Middle East-North Africa,1,48
Outgoing,2000,Bangladesh,All,"5,520,000",100,Asia-Pacific,1,50
Outgoing,2000,Bangladesh,Buddhist,"550,000",9.9,Asia-Pacific,1,50
Outgoing,2000,Bangladesh,Christian,"130,000",2.4,Asia-Pacific,1,50
Outgoing,2000,Bangladesh,Hindu,"2,400,000",43.5,Asia-Pacific,1,50
Outgoing,2000,Bangladesh,Jew,"< 10,000",0,Asia-Pacific,1,50
Outgoing,2000,Bangladesh,Muslim,"2,290,000",41.6,Asia-Pacific,1,50
Outgoing,2000,Bangladesh,Other,"120,000",2.2,Asia-Pacific,1,50
Outgoing,2000,Bangladesh,Unaffiliated,"20,000",0.4,Asia-Pacific,1,50
Outgoing,2000,Armenia,All,"890,000",100,Asia-Pacific,1,51
Outgoing,2000,Armenia,Buddhist,"20,000",1.9,Asia-Pacific,1,51
Outgoing,2000,Armenia,Christian,"600,000",67.6,Asia-Pacific,1,51
Outgoing,2000,Armenia,Hindu,"10,000",1.3,Asia-Pacific,1,51
Outgoing,2000,Armenia,Jew,"< 10,000",0.3,Asia-Pacific,1,51
Outgoing,2000,Armenia,Muslim,"90,000",10.4,Asia-Pacific,1,51
Outgoing,2000,Armenia,Other,"20,000",1.9,Asia-Pacific,1,51
Outgoing,2000,Armenia,Unaffiliated,"150,000",16.6,Asia-Pacific,1,51
Outgoing,2000,Barbados,All,"100,000",100,Latin America-Caribbean,1,52
Outgoing,2000,Barbados,Buddhist,"< 10,000",0.2,Latin America-Caribbean,1,52
Outgoing,2000,Barbados,Christian,"90,000",86.3,Latin America-Caribbean,1,52
Outgoing,2000,Barbados,Hindu,"< 10,000",0.3,Latin America-Caribbean,1,52
Outgoing,2000,Barbados,Jew,"< 10,000",0.3,Latin America-Caribbean,1,52
Outgoing,2000,Barbados,Muslim,"< 10,000",0.3,Latin America-Caribbean,1,52
Outgoing,2000,Barbados,Other,"< 10,000",0.6,Latin America-Caribbean,1,52
Outgoing,2000,Barbados,Unaffiliated,"10,000",12,Latin America-Caribbean,1,52
Outgoing,2000,Belgium,All,"410,000",100,Europe,1,56
Outgoing,2000,Belgium,Buddhist,"< 10,000",0.3,Europe,1,56
Outgoing,2000,Belgium,Christian,"230,000",57.6,Europe,1,56
Outgoing,2000,Belgium,Hindu,"< 10,000",0.1,Europe,1,56
Outgoing,2000,Belgium,Jew,"< 10,000",2.2,Europe,1,56
Outgoing,2000,Belgium,Muslim,"10,000",3.5,Europe,1,56
Outgoing,2000,Belgium,Other,"< 10,000",0.5,Europe,1,56
Outgoing,2000,Belgium,Unaffiliated,"150,000",35.8,Europe,1,56
Outgoing,2000,Bermuda,All,"10,000",100,North America,1,60
Outgoing,2000,Bermuda,Buddhist,"< 10,000",1.6,North America,1,60
Outgoing,2000,Bermuda,Christian,"< 10,000",66.8,North America,1,60
Outgoing,2000,Bermuda,Hindu,"< 10,000",0.9,North America,1,60
Outgoing,2000,Bermuda,Jew,"< 10,000",4.1,North America,1,60
Outgoing,2000,Bermuda,Muslim,"< 10,000",0.9,North America,1,60
Outgoing,2000,Bermuda,Other,"< 10,000",2.7,North America,1,60
Outgoing,2000,Bermuda,Unaffiliated,"< 10,000",22.9,North America,1,60
Outgoing,2000,Bhutan,All,"130,000",100,Asia-Pacific,1,64
Outgoing,2000,Bhutan,Buddhist,"20,000",18,Asia-Pacific,1,64
Outgoing,2000,Bhutan,Christian,"< 10,000",2.9,Asia-Pacific,1,64
Outgoing,2000,Bhutan,Hindu,"80,000",64.6,Asia-Pacific,1,64
Outgoing,2000,Bhutan,Jew,"< 10,000",0,Asia-Pacific,1,64
Outgoing,2000,Bhutan,Muslim,"< 10,000",1.5,Asia-Pacific,1,64
Outgoing,2000,Bhutan,Other,"20,000",12.7,Asia-Pacific,1,64
Outgoing,2000,Bhutan,Unaffiliated,"< 10,000",0.3,Asia-Pacific,1,64
Outgoing,2000,Bolivia,All,"360,000",100,Latin America-Caribbean,1,68
Outgoing,2000,Bolivia,Buddhist,"< 10,000",0.2,Latin America-Caribbean,1,68
Outgoing,2000,Bolivia,Christian,"320,000",87.3,Latin America-Caribbean,1,68
Outgoing,2000,Bolivia,Hindu,"< 10,000",0.1,Latin America-Caribbean,1,68
Outgoing,2000,Bolivia,Jew,"< 10,000",0.4,Latin America-Caribbean,1,68
Outgoing,2000,Bolivia,Muslim,"< 10,000",0.1,Latin America-Caribbean,1,68
Outgoing,2000,Bolivia,Other,"10,000",2.8,Latin America-Caribbean,1,68
Outgoing,2000,Bolivia,Unaffiliated,"30,000",9.1,Latin America-Caribbean,1,68
Outgoing,2000,Bosnia-Herzegovina,All,"1,640,000",100,Europe,1,70
Outgoing,2000,Bosnia-Herzegovina,Buddhist,"< 10,000",0,Europe,1,70
Outgoing,2000,Bosnia-Herzegovina,Christian,"1,100,000",67.2,Europe,1,70
Outgoing,2000,Bosnia-Herzegovina,Hindu,"< 10,000",0,Europe,1,70
Outgoing,2000,Bosnia-Herzegovina,Jew,"< 10,000",0.4,Europe,1,70
Outgoing,2000,Bosnia-Herzegovina,Muslim,"250,000",15,Europe,1,70
Outgoing,2000,Bosnia-Herzegovina,Other,"< 10,000",0.1,Europe,1,70
Outgoing,2000,Bosnia-Herzegovina,Unaffiliated,"280,000",17.2,Europe,1,70
Outgoing,2000,Botswana,All,"30,000",100,Sub-Saharan Africa,1,72
Outgoing,2000,Botswana,Buddhist,"< 10,000",0.1,Sub-Saharan Africa,1,72
Outgoing,2000,Botswana,Christian,"20,000",74.4,Sub-Saharan Africa,1,72
Outgoing,2000,Botswana,Hindu,"< 10,000",0.4,Sub-Saharan Africa,1,72
Outgoing,2000,Botswana,Jew,"< 10,000",0.1,Sub-Saharan Africa,1,72
Outgoing,2000,Botswana,Muslim,"< 10,000",13.2,Sub-Saharan Africa,1,72
Outgoing,2000,Botswana,Other,"< 10,000",6.1,Sub-Saharan Africa,1,72
Outgoing,2000,Botswana,Unaffiliated,"< 10,000",5.8,Sub-Saharan Africa,1,72
Outgoing,2000,Brazil,All,"980,000",100,Latin America-Caribbean,1,76
Outgoing,2000,Brazil,Buddhist,"< 10,000",0.2,Latin America-Caribbean,1,76
Outgoing,2000,Brazil,Christian,"790,000",80.5,Latin America-Caribbean,1,76
Outgoing,2000,Brazil,Hindu,"< 10,000",0.1,Latin America-Caribbean,1,76
Outgoing,2000,Brazil,Jew,"20,000",1.8,Latin America-Caribbean,1,76
Outgoing,2000,Brazil,Muslim,"< 10,000",0.2,Latin America-Caribbean,1,76
Outgoing,2000,Brazil,Other,"30,000",3.2,Latin America-Caribbean,1,76
Outgoing,2000,Brazil,Unaffiliated,"140,000",14,Latin America-Caribbean,1,76
Outgoing,2000,Belize,All,"50,000",100,Latin America-Caribbean,1,84
Outgoing,2000,Belize,Buddhist,"< 10,000",0.6,Latin America-Caribbean,1,84
Outgoing,2000,Belize,Christian,"40,000",84.8,Latin America-Caribbean,1,84
Outgoing,2000,Belize,Hindu,"< 10,000",0.5,Latin America-Caribbean,1,84
Outgoing,2000,Belize,Jew,"< 10,000",0.7,Latin America-Caribbean,1,84
Outgoing,2000,Belize,Muslim,"< 10,000",0.2,Latin America-Caribbean,1,84
Outgoing,2000,Belize,Other,"< 10,000",0.8,Latin America-Caribbean,1,84
Outgoing,2000,Belize,Unaffiliated,"< 10,000",12.4,Latin America-Caribbean,1,84
Outgoing,2000,Solomon Islands,All,"< 10,000",100,Asia-Pacific,1,90
Outgoing,2000,Solomon Islands,Buddhist,"< 10,000",5.1,Asia-Pacific,1,90
Outgoing,2000,Solomon Islands,Christian,"< 10,000",77.6,Asia-Pacific,1,90
Outgoing,2000,Solomon Islands,Hindu,"< 10,000",1,Asia-Pacific,1,90
Outgoing,2000,Solomon Islands,Jew,"< 10,000",0.1,Asia-Pacific,1,90
Outgoing,2000,Solomon Islands,Muslim,"< 10,000",0.9,Asia-Pacific,1,90
Outgoing,2000,Solomon Islands,Other,"< 10,000",0.8,Asia-Pacific,1,90
Outgoing,2000,Solomon Islands,Unaffiliated,"< 10,000",14.4,Asia-Pacific,1,90
Outgoing,2000,British Virgin Islands,All,"< 10,000",100,Latin America-Caribbean,1,92
Outgoing,2000,British Virgin Islands,Buddhist,"< 10,000",2.1,Latin America-Caribbean,1,92
Outgoing,2000,British Virgin Islands,Christian,"< 10,000",76.5,Latin America-Caribbean,1,92
Outgoing,2000,British Virgin Islands,Hindu,"< 10,000",0.2,Latin America-Caribbean,1,92
Outgoing,2000,British Virgin Islands,Jew,"< 10,000",0.3,Latin America-Caribbean,1,92
Outgoing,2000,British Virgin Islands,Muslim,"< 10,000",2,Latin America-Caribbean,1,92
Outgoing,2000,British Virgin Islands,Other,"< 10,000",7.5,Latin America-Caribbean,1,92
Outgoing,2000,British Virgin Islands,Unaffiliated,"< 10,000",11.4,Latin America-Caribbean,1,92
Outgoing,2000,Brunei,All,"50,000",100,Asia-Pacific,1,96
Outgoing,2000,Brunei,Buddhist,"< 10,000",11.5,Asia-Pacific,1,96
Outgoing,2000,Brunei,Christian,"< 10,000",7.7,Asia-Pacific,1,96
Outgoing,2000,Brunei,Hindu,"20,000",42,Asia-Pacific,1,96
Outgoing,2000,Brunei,Jew,"< 10,000",0,Asia-Pacific,1,96
Outgoing,2000,Brunei,Muslim,"10,000",32.1,Asia-Pacific,1,96
Outgoing,2000,Brunei,Other,"< 10,000",3.2,Asia-Pacific,1,96
Outgoing,2000,Brunei,Unaffiliated,"< 10,000",3.5,Asia-Pacific,1,96
Outgoing,2000,Bulgaria,All,"730,000",100,Europe,1,100
Outgoing,2000,Bulgaria,Buddhist,"< 10,000",0.3,Europe,1,100
Outgoing,2000,Bulgaria,Christian,"160,000",21.3,Europe,1,100
Outgoing,2000,Bulgaria,Hindu,"< 10,000",0.7,Europe,1,100
Outgoing,2000,Bulgaria,Jew,"20,000",2.7,Europe,1,100
Outgoing,2000,Bulgaria,Muslim,"470,000",64.4,Europe,1,100
Outgoing,2000,Bulgaria,Other,"< 10,000",0.1,Europe,1,100
Outgoing,2000,Bulgaria,Unaffiliated,"80,000",10.4,Europe,1,100
Outgoing,2000,Myanmar,All,"1,270,000",100,Asia-Pacific,1,104
Outgoing,2000,Myanmar,Buddhist,"750,000",59.1,Asia-Pacific,1,104
Outgoing,2000,Myanmar,Christian,"70,000",5.5,Asia-Pacific,1,104
Outgoing,2000,Myanmar,Hindu,"70,000",5.8,Asia-Pacific,1,104
Outgoing,2000,Myanmar,Jew,"< 10,000",0,Asia-Pacific,1,104
Outgoing,2000,Myanmar,Muslim,"360,000",28.1,Asia-Pacific,1,104
Outgoing,2000,Myanmar,Other,"10,000",1,Asia-Pacific,1,104
Outgoing,2000,Myanmar,Unaffiliated,"< 10,000",0.5,Asia-Pacific,1,104
Outgoing,2000,Burundi,All,"780,000",100,Sub-Saharan Africa,1,108
Outgoing,2000,Burundi,Buddhist,"< 10,000",0,Sub-Saharan Africa,1,108
Outgoing,2000,Burundi,Christian,"710,000",92,Sub-Saharan Africa,1,108
Outgoing,2000,Burundi,Hindu,"< 10,000",0,Sub-Saharan Africa,1,108
Outgoing,2000,Burundi,Jew,"< 10,000",0,Sub-Saharan Africa,1,108
Outgoing,2000,Burundi,Muslim,"40,000",5.6,Sub-Saharan Africa,1,108
Outgoing,2000,Burundi,Other,"< 10,000",0.5,Sub-Saharan Africa,1,108
Outgoing,2000,Burundi,Unaffiliated,"10,000",1.9,Sub-Saharan Africa,1,108
Outgoing,2000,Belarus,All,"1,750,000",100,Europe,1,112
Outgoing,2000,Belarus,Buddhist,"< 10,000",0.2,Europe,1,112
Outgoing,2000,Belarus,Christian,"1,190,000",68.2,Europe,1,112
Outgoing,2000,Belarus,Hindu,"< 10,000",0.1,Europe,1,112
Outgoing,2000,Belarus,Jew,"50,000",3.1,Europe,1,112
Outgoing,2000,Belarus,Muslim,"50,000",3.1,Europe,1,112
Outgoing,2000,Belarus,Other,"< 10,000",0.2,Europe,1,112
Outgoing,2000,Belarus,Unaffiliated,"440,000",25.2,Europe,1,112
Outgoing,2000,Cambodia,All,"470,000",100,Asia-Pacific,1,116
Outgoing,2000,Cambodia,Buddhist,"240,000",50.2,Asia-Pacific,1,116
Outgoing,2000,Cambodia,Christian,"50,000",10.6,Asia-Pacific,1,116
Outgoing,2000,Cambodia,Hindu,"110,000",23.8,Asia-Pacific,1,116
Outgoing,2000,Cambodia,Jew,"< 10,000",0,Asia-Pacific,1,116
